Tên Sản Phẩm,Total
1 EM9465 Đầm Xoè Hoa Tím Tùng Nối XL,1
1 EM7063 Đầm Xoè Hoa Nhí Cổ Cách Điệu XL,1
1 EM7045 Đầm Xoè Midi Tùng Dập Ply XXL,1
1 EM7249 Sét Áo Chân Váy Vàng Peplum M,1
1 EM7530 Đầm Xoè Phối Đen+Trắng XL,1
1 EM9421 Đầm A Ô Lập Thể Xanh Đen L,1
1 A7569 Áo xanh Pastel Cài Nút XXL,1
1 EM9517 Đầm Xoè Hoa Loang Cam XXL,1
1 A7687 Áo Sơ Mi Đen HT Bi M,1
1 EM7082 Đầm Xoè Đen Cổ Danton M,1
1 EM7236 Jum Phối Áo Đen L,1
1 EM7363 Đầm Xoè Cổ Lá Xanh S,1
1 EM7577 Đầm Xoè Hoa Nền Đen Nhún Eo S,1
1 EM7420 Đầm Xoè Midi LVP Xanh Đen S,1
1 EM7494 Đầm Body Đuôi Cá Xanh Loang L,1
1 EM7406 Đầm Xoè Hoa Cổ Tròn L,1
1 EM9421 Đầm A Ô Lập Thể Xanh Đen XL,1
1 EM7604 Đầm Body Cam Sát Nách XXL,1
1 EM7670 Đầm Xoè Gấm Hoa Đỏ Cổ Vuông S,1
1 EM2047 Đầm Suông Kaki Nhật Xanh Denim S,1
1 EM7060 Jum Phối Tay Lỡ XL,1
1 EM7258 Đầm Xoè Chấm Bi Tím XL,1
1 EM7433 Đầm Body Gấm Xám XXL,1
1 EM7549 Jum Quần Dài Cổ V L,1
1 EM9430 Đầm Suông Đỏ Thêu Hoa Ngực M,1
1 A7587 Áo Taffta Kem Nơ Lưng S,1
1 A2093 Áo Đen Peplum Kèm Thắt Lưng XL,1
1 EM9431 Đầm Xoè Hoa Cổ Sơ Mi S,1
1 EM7371 Đầm Xoè A Phối Nút Bọc S,1
1 EM7351 Đầm Xoè Peplum Hồng S,1
1 EM7585 Đầm Xoè Hoa Cam Ply Ngực XL,1
1 EM2015 Đầm Xoè Đen Phối Ren M,1
1 EM2042 Đầm A caro Cổ Vest XXL,1
1 EM9509 Đầm Xoè Hoa Tùng Rã Tầng L,1
1 A7586 Áo Đen Vai Choàng L,1
1 EM4003 Đầm Xoè Hồng Cổ Lục Giác L,1
1 A2139 Áo Nâu Đính Nút XL,1
1 EM7116 Đầm Xoè Phối Tùng Dập Ply L,1
1 EM7142 Đầm Body Đen Cổ Phối M,1
1 EM7118 Đầm Xoè Cổ Lá M,1
1 EM9319 Đầm Xoè Chấm Bi Đen M,1
1 EM9356 Đầm Xoè LVP Cổ Tròn S,1
1 EM7350 Đầm Xoè Lvp Xanh Lá S,1
duyệt g1p 30k,1
1 EM2060 Đầm A Phối Cổ Đen+Đỏ S,1
1 EM2133 Đầm Xoè Gấm Hồng M,1
1 EM7069 Đầm Xoè Hoa Cổ Tròn M,1
1 EM9272 Đầm Xoè Cổ V XXL,1
965981265,1
1 EM7374 Đâm Suông A Cổ Tròn XL,1
1 A2022 Áo Thun Nhũ Đỏ XXL,1
1 EM9521 Đầm Xoè Hoa Đỏ XL,1
1 EM7015 Đầm Body Sát Nách XL,1
1 EM7149 Đầm Xoè Phối Hoa Nhí XL,1
1 EM7134 Đầm Xoè Đỏ Cổ Vuông XXL,1
2 KH1 Khăn Tặng Đen,1
1 EM7318 Đầm Xoè Hoa Cổ V L,1
1 EM9313 Đầm Xoè Tay Lỡ M,1
1 A9502 Áo Sơ Mi Hoa Xanh Dây Nơ Cổ S,1
1 V2023 Chân Váy A Đen Kết Nút XXL,1
1 A2100 Áo Hồng Phối Lá Cổ Đính Nút S,1
1 V7583 Chân Váy Ren Đen Xếp Ply XL,1
1 EM7635 Đầm Xoè Đỏ Choàng Vai Đính Đá XXL,1
1 EM6874 Set Áo Chân Váy Tafta S XL,1
1 A7127 Áo Cổ Lá Sen XXL,1
1 EM9323 Đầm Xoè Đỏ Tay Lỡ M,1
1 A9469 Áo Sơ Mi Trắng Cổ Phối XXL,1
1 EM7617 Đầm Xoè Hoa Loang XXL,1
1 EM7192 Đầm Xoè Phối Tơ Ép L,1
1 EM7360 Đầm Xoè Hồng Tay Lỡ L,1
1 EM7362 Đầm Xoè Midi Tím M,1
1 EM7432 Đầm Xoè Đỏ Tay Lỡ S,1
1 EM9452 Đầm Xoè Ht Loang Dây Nơ Cổ S,1
1 EM7646 Đầm Dạ Hội Xanh Đen XL,1
1 EM7000 Đầm Xoè Phối Ren S,1
1 EM6973 Đầm Suông Cổ Tròn XL,1
1 EM7222 Jum Hoa Quần Dài Cổ Vuông M,1
1 EM7329 Đầm Xoè Hoa Hồng XXL,1
1 EM7470 Đầm Xoè Phối Đen Tím S,1
1 EM9383 Đầm Suông Kem Phi CC S,1
1 EM7495 Đầm Suông A Cổ Sơmi Xanh Đen XL,1
1 EM9374 Đầm Xoè Chấm Bi Xanh L,1
1 EM9403 Đầm A Đen Kết Hoa Bướm L,1
1 EM9512 Đầm Xoè Hoa Cổ Cách Điệu XXL,1
1 EM7006 Đầm Xoè Cổ Dây Nơ Lụa Vân Pháp XXL,1
1 EM9286 Đầm Xoè Hoa Cổ Tròn L,1
1 EM6987 Jum Phối Cổ V Đỏ Rượu XL,1
1 EM7282 Đầm Xoè Be Cổ Tròn S,1
1 EM7549 Jum Quần Dài Cổ V XXL,1
1 EM9420 Đầm Xoè Vằn Đen XL,1
nt đòi phí 26/12 thảo,1
1 EM9571 Đầm Xoè Linen Be XL,1
2 V9554 Chân Váy Hồng Ren M,1
1 Q7057 Quần Dài Xanh M,1
1 EM7141 Đầm Body Phối Viền Cổ M,1
1 EM7048 Đầm Xoè A Phối Cổ Tròn L,1
1 ET0018 Đầm Xoè Hồng Cỏ V Cong M,1
1 EM7187 Jum Dài Cổ Danton XL,1
1 EM7134 Đầm Xoè Đỏ Cổ Vuông M,1
1 ET0026 Đầm Xoè A Khoét 3 Giọt Nước M,1
1 EM7367 Đầm Xoè LVP Hồng M,1
1 EM7405 Đầm Xoè Hoa Xanh M,1
1 EM7526 Đầm Xoè Phối Trắng+Xanh XL,1
1 EM2020 Đầm Xoè Ren Đen XL,1
1 V2043 Chân Váy Nâu M,1
1 EM7658 Đầm Suông Gấm Kết Hạt XXL,1
1 EM7600 Đầm Đuôi Cá Hoa Cổ V Đắp M,1
1 EM2116 Đầm Xoè Đen Tay Chồm S,1
1 EM2128 Đầm Body Nâu Linen Gân XL,1
1 EM7666 Đầm Suông Đỏ Tùng Xếp Ply Đen S,1
1 EM9536 Đầm Xòe Đỏ HT Hoa Trắng Kem XL,1
1 EM9260 Đầm Xoè Cổ Tròn Hoa Nhí XL,1
1 EM9304 Đầm Xoè Hồng Ply Cổ S,1
1 EM7196 Đầm Body Đuôi Cá Tùng Nhún XXL,1
1 EM7299 Đầm Xoè Vai Choàng L,1
1 EM7435 Đầm Xoè Dập Ply Xanh XXL,1
1 EM9448 Đầm Xoè Cổ Vuông Ht Lá Hoa XL,1
1 EM7607 Đầm Xoè Cổ Sơ Mi Xếp Ply L,1
1 EM2109 Đầm Xoè Đen Tay Phối Lưới L,1
1 EM7010 Đầm Xoè Tay Nơ L,1
3 EM9281 Đầm Xoè Phối Ren L,1
1 EM6933 Đầm Body Phối S L,1
1 EM7177 Đầm Xoè Đỏ Cổ Lệch Cách Điệu M,1
1 EM7289 Đầm Xoè Tay Con L,1
1 EM7373 Đầm Xoè Tay Lỡ M,1
1 EM7396 Đầm Xoè Tùng Bèo 2 Tấng L,1
1 EM7410 Đầm Xoè Đỏ Bẹt Vai XL,1
1 EM7490 Đầm Xoè Hoa Nhí Hồng S,1
1 EM7480 Đầm Xoè Xanh Ply Ngực XL,1
1 EM9485 Đầm Xoè Đen Vân Vàng Đất XL,1
1 EM9404 Đầm A Ren Trắng XL,1
1 A2022 Áo Thun Nhũ Đỏ M,1
1 EM7064 Đầm Xoè Vàng Tay Chồm L,1
Đắk Lắk,1
1 EM9347 Đầm Xoè Hồng XL,1
1 EM9430 Đầm Suông Đỏ Thêu Hoa Ngực XL,1
1 EM9433 Đầm Xoè Gấm Vân Ht Hoa Tím XXL,1
1 EM7645 Sét Áo Dài HT Tím + Váy M,1
1 EM9276 Đầm Xoè Nâu Cổ Vuông M,1
1 EM7121 Đâm Xoè Xanh Cổ Bèo S,1
1 EM7007 Đầm Body A Cổ Danton XXL,1
1 EM9325 Đầm Xoè Hoa Cổ Tròn M,1
1 EM7501 Đầm Xoè Cổ Bẻ Hoa Nhí S,1
1 EM7493 Đầm Body Đuôi Cá Hoa Hồng M,1
1 EM9518 Đầm Xoè Kem Chấm Bi Nhí M,1
1 A7687 Áo Sơ Mi Đen HT Bi S,1
1 EM7677 Đầm Xoè Kem Kết Hoa Vải L,1
1 ET0029 Đầm Xoè Phối Hở Tâm Cổ L,1
1 EM7194 Đầm Xoè Phối Cổ V M,1
1 EM7287 Đầm Xoè Cổ Tròn L,1
1 EM7491 Đầm Xoè Hoa Xanh Cổ Lá M,1
1 EM9426 Đầm Xoè Nâu Cổ Lục Giác M,1
1 Q2086 Quần Ống Đứng Chiết Ply M,1
1 EM7107 Đầm Xoè Đen Cổ Tròn XL,1
1 ET0003 Đầm Xòe Hoa Nhí Cổ Vuông M,1
1 EM7188 Đầm Maxi Xoè Cổ V S,1
1 ET0011 Đầm Xoè Cổ Lá Xếp Ply S,1
2 EM7267 Đầm Xoè Vai Choàng XL,1
1 EM7486 Đầm Xoè Nâu Bò Thêu Hoa L,1
1 EM7456 Đầm Xoè Hoa LVP Be M,1
1 EM2027 Đầm Xoè Loang Gold+Đen XXL,1
1 EM2061 Đầm Xoè Hồng Tay Dài XL,1
1 EM7059 Đầm Xoè Phối Cổ Tròn L,1
1 EM7221 Đâm Xoè Áo Dây Choàng Vai XL,1
1 EM6826 Body Kim Tuyến Tím S L,1
1 EM7398 Đầm Xoè Hoa Cổ Lá XL,1
1 EM7634 Áo Dài Đỏ Kết Hạt +Quần Đen XL,1
1 V7673 Chân Váy Xoè Vân Xanh L,1
1 EM7088 Đầm Xoè Tay Lỡ Cổ Tròn M,1
1 EM7143 Đầm Body Đỏ Cổ V XL,1
1 EM7067 Đầm Xoè Xanh Cát Nhung XL,1
1 EM7339 Đầm Xoè Xanh Cổ Lá XXL,1
1 A7569 Áo xanh Pastel Cài Nút S,1
1 A7588 Áo Thun Đen Cổ V Rộng L,1
1 EM7538 Đầm Xoè Xanh Đen Cổ Cách Điệu L,1
1 V2018 Chân Váy Sọc Vân Trắng Đen XL,1
1 EM7604 Đầm Body Cam Sát Nách XL,1
1 EM2038 Jum Ống Loe Caro Xanh XL,1
1 Q2078 Quần Ống Suông Đen M,1
1 EM6944 Đầm Xoè Gấm Tafta S M,1
1 EM7143 Đầm Body Đỏ Cổ V S,1
889242595,1
1 EM7329 Đầm Xoè Hoa Hồng M,1
394687157,1
1 EM9448 Đầm Xoè Cổ Vuông Ht Lá Hoa L,1
1 EM9424 Đầm Xoè Hoa Cổ Lá XXL,1
1 EM7120 Đầm Xoè Maxi 2 Dây L,1
1 EM7184 Đầm Xoè A Đỏ Cổ Ply L,1
1 EM7081 Body Đỏ Cổ Vuông L,1
1 EM7134 Đầm Xoè Đỏ Cổ Vuông L,1
1 EM9285 Đầm Xoè Hoa Hồng Cổ V L,1
1 EM9265 Đầm Xoè Tay Lỡ Xẻ S,1
không trả ship,1
1 EM9473 Đầm Xoè Loang Trắng Đen Tay Liền M,1
2 EM7276 Đầm Xoè Tay Lỡ L,1
1 EM6979 Jum Quần Dài Phối L,1
1 EM9292 Đầm Xoè Hoa Cổ V Nơ XL,1
1 EM7154 Sét Áo Quần Xanh Cổ Danton M,1
1 EM7187 Jum Dài Cổ Danton XXL,1
1 EM7293 Đầm Xoè Hoa Cổ Tròn XXL,1
1 EM7382 Đầm Dạ Hội Xanh Đen Kết Hạt XXL,1
1 EM7369 Đầm Xoè Cổ Cách Điệu L,1
1 EM7600 Đầm Đuôi Cá Hoa Cổ V Đắp S,1
1 EM7612 Đầm Body Cam Cổ Lục Giác L,1
1 A2086 Áo Vest Hồng Phối XL,1
1 EM6988 Sét áo+Cv Cổ Bẻ XL,1
1 EM9249 Đầm Xoè Voan Hàn Cổ Tròn S,1
1 EM9309 Đâm Xoè Đỏ Rớt Vai XL,1
1 EM9354 Đầm Xoè LVH Cổ Tròn L,1
1 EM7337 Đầm Suông A Cam L,1
1 EM7450 Đầm Xoè Vai Choàng Xanh XXL,1
1 EM7454 Đầm Xoè A Cổ Vest XL,1
1 EM9405 Đầm Maxi Xoè Hoa Hồng 2 Dây M,1
1 EM4002 Đầm Xoè Len Nhung Đen XL,1
1 EM7083 Đầm Xoè Hoa Tay Lỡ M,1
1 EM9273 Đầm Xoè Đen Cổ Đắp Hoa Nhí XL,1
1 EM6941 Đầm Xoè Cổ Lục Giác S XXL,1
1 EM7164 Đầm Xoè Hồng Cổ Nơ XXL,1
1 EM7368 Đầm Xoè Cổ Vuông S,1
1 AL1 Áo Lót Trắng XXL,1
1 EM7385 Sườn Xám LVP Anh Kim S,1
1 EM7273 Đầm Xoè MiDi Cổ Lá Trầu L,1
989788057,1
1 EM7469 Đầm Xoè Hoa Nhí Xanh Đen XL,1
1 EM7478 Đầm Xoè Maxi Sọc Dọc M,1
1 EM7647 Đầm Xoè Đỏ Phối Ren Bẹt Vai XL,1
1 EM9253 Đầm Xoè Hồng Cổ Tròn Nhún XL,1
1 EM9281 Đầm Xoè Phối Ren XXL,1
1 EM7177 Đầm Xoè Đỏ Cổ Lệch Cách Điệu XL,1
1 EM7243 Đầm Xoè Đỏ Chấm Bi L,1
1 EM9338 Đầm Xoè Peplum LVP M,1
1 EM7484 Đầm Xoè Hoa Đỏ Voan Tơ Thêu M,1
1 EM9497 Đầm Xoè Hoa Cổ V Đắp L,1
1 EM9612 Đầm Maxi Xoè HT Hoa Hồng XL,1
1 EM2146 Đầm Maxi Xoè Hoa Cam L,1
1 A9480 Áo Sơ Mi Hoa Đỏ Dây Nơ Cổ S,1
1 EM9559 Đầm Xoè Xanh Nơ Cổ L,1
1 EM7647 Đầm Xoè Đỏ Phối Ren Bẹt Vai XXL,1
1 EM7056 Đầm Xoè Xanh Lá Cổ V L,1
1 EM7202 Đầm Xoè Maxi Tím M,1
1 EM7281 Đầm Xoè Vai Choàng XL,1
1 EM9332 Đầm Xoè Hoa Nhí Tím XL,1
1 EM9345 Đầm Xoè Cổ Lệch Xếp Ply M,1
1 EM7351 Đầm Xoè Peplum Hồng M,1
1 EM7524 Đầm Xoè Xanh Hoa Vải S,1
1 Q7204 Quần Đen Ống Loe S,1
1 A2017 Áo Choàng Vai Xanh Phối Ren XL,1
1 EM2083 Đầm Xoè Phối Đen + Tùng Váy Hoa S,1
1 EM7625 Đầm Xoè Gấm Xám XXL,1
1 EM7678 Đầm Xoè Hoa Xanh Ngọc XL,1
1 EM7125 Sét Áo Chân Váy Đỏ XL,1
1 EM7479 Đầm Suông Canh Hoa S,1
1 EM7545 Đầm Xoè Ren Hồng M,1
1 EM9311 Đầm Body Hoa Cổ Tròn XXL,1
1 EM7372 Đầm Suông Tay Lỡ Bố Gân XXL,1
1 EM9380 Đầm Xoè Cam Đất M,1
1 A7614 Áo Hoa Nút Bọc Tay Phồng XXL,1
1 EM7670 Đầm Xoè Gấm Hoa Đỏ Cổ Vuông M,1
1 ET0044 Đầm Xoè A Cổ Cách Điệu L,1
1 A7057 Áo Vàng Hoa Nhí XXL,1
1 EM7201 Đầm Xoè Phối Cổ Tròn M,1
1 EM7007 Đầm Body A Cổ Danton M,1
1 EM7573 Đầm Suông A HT Lá Hồng L,1
1 EM7090 Đầm Xoè Xanh Cổ V XL,1
1 EM7299 Đầm Xoè Vai Choàng XL,1
1 EM7567 Đầm Xoè Hoa Xanh Nút Bọc L,1
1 V7602 Chân Váy Midi Taffta Đen L,1
1 EM6974 Dạ Hội Đỏ Cổ Phối Ren XL,1
1 EM9296 Đầm Xoè Đỏ Hoa Nhí M,1
1 EM2008 Đầm Xoè Đỏ Kết Hạt M,1
1 EM7463 Đầm Dạ Hội Xanh Vai Choàng L,1
1 EM9455 Đầm Xoè Hoa Nền Đen L,1
1 TL1 Phụ Kiện Thắt Lưng Hoa Hồng Trắng,1
1 V2036 Chân Váy Bút Chì Xanh XXL,1
1 EM9605 Đầm Xoè HT Hoa Vàng Choàng Vai M,1
1 EM9595 Đầm Xoè Hoa Kết Nút L,1
1 EM7660 Đầm Xoè Xanh Đen Kết Hoa Eo XXL,1
1 ET2007 Đầm Xoè Xanh Cổ Tròn L,1
1 Q7002 Quần Dài Đen Ống Rộng M,1
1 EM7080 Đầm Xoè Cổ Lục Giác Nhún Ngực XXL,1
1 ET0006 Đầm Xòe Cổ Vuông M,1
1 EM7065 Đầm Xoè Xanh Rêu Cổ Tròn L,1
1 EM6887 Đâm Xoè Cổ Tròn Lá Cổ Bẻ S,1
1 EM7064 Đầm Xoè Vàng Tay Chồm XL,1
1 ET2003 Đầm Xoè Hoa Nhí Cổ Phối Nơ S,1
1 EM7342 Đầm Xoè Hoa Cam Cổ Vuông S,1
1 EM7377 Đầm Xoè Hoa Xanh M,1
1 EM9319 Đầm Xoè Chấm Bi Đen S,1
1 EM7412 Đầm Xoè Cổ V Lvp Xanh XL,1
1 EM7617 Đầm Xoè Hoa Loang S,1
1 EM7573 Đầm Suông A HT Lá Hồng XL,1
1 EM7600 Đầm Đuôi Cá Hoa Cổ V Đắp XXL,1
1 EM2079 Đầm Xoè Phối Mango S,1
1 EM9510 Đầm Xoè Hoa Xếp PLy Eo L,1
1 EM2133 Đầm Xoè Gấm Hồng L,1
1 ET2008 Đầm Xoè Hồng Cổ Tròn Khoét V L,1
1 EM7036 Đầm Body 2 Dây Vai Choàng L,1
1 EM7166 Đầm Body Cổ Tròn M,1
1 EM9352 Đầm Xoè Tay Lỡ Sọc Vàng L,1
1 EM9425 Đầm Xoè HT Ply Eo XXL,1
1 EM7523 Đầm Xoè Đỏ Phi cc XXL,1
1 A2037 Áo Nâu Sát Nách XXL,1
1 V2036 Chân Váy Bút Chì Xanh L,1
1 A9468 Áo Tay Lỡ Caro Xanh XL,1
1 EM7163 Jum Hoa Tay Bèo M,1
1 EM7399 Đầm Body Hoa Tay Lỡ XL,1
1 EM7537 Jum Phối Cổ Tròn M,1
1 EM7597 Đầm Xoè Hồng Cổ Vest M,1
1 A2012 Áo Sát Nách Xanh Peplum L,1
1 EM7031 Đầm Xoè Hồng Cổ Tròn M,1
355487571,1
1 V2069 Chân Váy Bút Chì Tím Hông XL,1
1 EM9542 Đầm Xoè Phối Hoa Xanh+ Đen XL,1
1 Q7093 Quần Đen Ống Loe S,1
1 EM9290 Đầm Xoè Hoa Nhí Vai Choàng XL,1
1 EM9323 Đầm Xoè Đỏ Tay Lỡ XL,1
1 EM9333 Đầm Xoè Lụa Vân Vàng XXL,1
1 EM7545 Đầm Xoè Ren Hồng XXL,1
394929315,1
1 EM6960 Jum Phối Cổ Đắp S XXL,1
1 EM7332 Đầm Suông A Xanh Loang XL,1
1 EM9348 Đầm Xoè LVP Hoa Xanh L,1
1 EM9428 Đầm Xoè Xanh Hoa Nhí XXL,1
1 EM7599 Đầm Xoè Beo Cổ Sơ Mi L,1
1 EM7596 Đầm Xoè Nơ Eo L,1
1 A4007 Áo Xanh Sát Nách Cổ Phối L,1
1 EM7278 Đầm Body Đen L,1
1 EM7333 Đầm Xoè Hoa Cổ Xếp Ply M,1
1 A7575 Áo Cổ Lệch Hoa Loang Hồng XL,1
1 EM2057 Đầm A Cổ Vuông Phối Nơ XXL,1
1 EM2113 Đầm Xoè Đỏ Kết Đá XL,1
1 EM9516 Đầm Phi Lụa Ht Xanh XXL,1
1 ET0036 Jum Đen Cổ Phối M,1
334843634,1
2 EM6903 Đầm Xoè Đỏ Kết Hạt S M,1
1 EM2099 Sét Áo Dài Xanh Mint +Váy XL,1
1 EM9586 Đầm Xoè Nền Kem HT Hoa Đen L,1
1 EM7001 Đầm Maxi Hoa Nhí Cổ Lục Giác M,1
1 EM7218 Đầm Xoè Cổ Vuông M,1
1 EM7069 Đầm Xoè Hoa Cổ Tròn S,1
1 EM7075 Đầm Body Phối Lưới M,1
1 EM7247 Sét Áo Chân Váy Dập Ply M,1
1 EM7244 Đầm Body Xanh Lá M,1
1 EM7256 Đầm Xoè Hoa Lụa Kaki L,1
1 EM9327 Đầm Xoè Hoa Nhí XXL,1
1 EM7288 Đầm Xoè Lụa Kaki M,1
1 EM7323 Đầm Xoè Hoa Hồng M,1
1 EM6939 Đầm Xoè Cổ Đắp S S,1
1 EM7489 Đầm Xoè Hồng Ht Hoa M,1
1 EM9415 Đầm Suông Chân Hoa Kem M,1
1 EM2031 Đầm Xoè Bèo Cổ Tùng Xếp Ply S,1
1 ET0017 Đầm Xoè Đỏ Cổ Tròn L,1
1 EM7112 Đầm Xoè Vàng Tafta XXL,1
1 EM9349 Đầm Xoè LVP Tím XL,1
1 EM7091 Đầm Xoè Hoa Nhí Cổ Nhún M,1
1 EM7118 Đầm Xoè Cổ Lá XL,1
1 EM9376 Đầm Suông A Lvp M,1
1 EM9555 Đầm Xoè Hoa Xanh Tay Dài S,1
1 EM9582 Đầm Xoè Maxi Nhún Tầng Nền Đen XL,1
1 ET0010 Đầm Xòe Cổ Tròn M,1
1 EM9301 Đầm Xoè Hoa Hồng PLy Eo S,1
1 EM9342 Đầm Xoè Hoa LVP XXL,1
1 EM7324 Đầm Xoè Cổ Cách Điệu M,1
1 EM7390 Đầm Xoè Đen Phối XL,1
1 EM9444 Đầm Xoè Xanh Xếp Ply Eo XXL,1
1 EM2020 Đầm Xoè Ren Đen L,1
1 EM7610 Đầm xoè Đỏ Đô Cổ V XXL,1
1 EM9537 Đầm Xoè Hoa Tím XXL,1
1 EM9590 Đầm Tafta 3D Đen HT Hoa Đỏ XL,1
1 EM7055 Đầm A Đỏ Cổ V XXL,1
1 EM7110 Jum Quần Dài Xanh Cổ Xẻ V L,1
2 EM7156 Đầm Xoè Xanh Đen Phối Ren M,1
1 EM9295 Đầm Xoè Đen Hoa Nhí L,1
1 EM7350 Đầm Xoè Lvp Xanh Lá M,1
1 EM7663 Đầm Xoè Xanh Tay Kết Hạt L,1
1 EM7667 Đầm Xoè Nâu Cài Hoa M,1
1 EM6842 Đầm Xoè Phối Vai S,1
1 EM7102 Đầm Xoè Hồng Cổ Vuông V XL,1
1 EM7104 Đầm Xoè Đỏ Cổ V XL,1
1 EM9334 Đầm Xoè Cổ Vuông M,1
979856518,1
1 EM2090 Đầm Body Đỏ Lệch Vai S,1
1 A2097 Áo Be Phối Organza Nhũ Gương XL,1
1 EM7184 Đầm Xoè A Đỏ Cổ Ply XL,1
2 EM7008 Jum Quần Dài Lụa Vân Pháp XL,1
1 EM9301 Đầm Xoè Hoa Hồng PLy Eo L,1
1 ET0016 Đầm Maxi Xoè Loang Tím L,1
1 V7598 Chân Váy Ren Trắng Xếp Ply S,1
1 EM2112 Đầm Xoè Hồng Cổ Vuông M,1
1 EM9604 Đầm Xoè Gấm Đỏ Kết Hoa Eo XXL,1
1 EM7143 Đầm Body Đỏ Cổ V L,1
1 EM6965 Đầm Xoè Cổ Vuông Lụa Hồng Kông XL,1
1 EM9247 Đầm Xoè Cổ Tròn L,1
1 EM6946 Đầm Xoè Phối Caro S XXL,1
1 EM9305 Đầm Xoè Hoa Nhí Cổ Cách Điệu L,1
1 EM9343 Đầm Xoè Vàng LVP XXL,1
1 EM7332 Đầm Suông A Xanh Loang M,1
1 EM7481 Đầm Xoè Be Cổ Danton XL,1
1 A9468 Áo Tay Lỡ Caro Xanh M,1
1 EM2107 Đầm Xoè Xám Cổ Khoét Giọt Nước XXL,1
1 EM7097 Đầm Xoè Xanh Tay Cách Điệu M,1
1 EM6967 Đầm Xoè Cổ Tròn S,1
1 ET2002 Đầm Xoè Cổ Bèo Lệch L,1
1 EM6980 Jum Phối Quần Dài Cổ Tròn XL,1
1 EM6844 Body Cổ Vuông S M,1
1 EM6828 Đầm Body Peplum L,1
1 EM7236 Jum Phối Áo Đen M,1
1 EM7442 Đầm Xoè Phối Vai Choàng M,1
1 EM7420 Đầm Xoè Midi LVP Xanh Đen XL,1
1 EM7378 Áo Dài Lụa Tầm Xanh Lam M,1
1 EM7420 Đầm Xoè Midi LVP Xanh Đen M,1
1 EM7483 Đầm Xoè A Midi Nhún Cúp Ngực XL,1
1 EM2054 Đầm Xoè Trắng Kết Hạt XXL,1
knm + nt Ti 19.01,1
1 EM9576 Đầm Suông A Gấm Tím M,1
1 EM2128 Đầm Body Nâu Linen Gân M,1
1 ET0012 Sét Phối Ao Quần M,1
1 EM7192 Đầm Xoè Phối Tơ Ép XL,1
1 EM7348 Đầm Xoè Cổ Tròn LVP S,1
1 EM9493 Đầm Suông Cổ Tròn Ht Hoa XXL,1
1 A9476 Áo Cổ Danton Nâu M,1
1 EM9521 Đầm Xoè Hoa Đỏ M,1
1 EM7000 Đầm Xoè Phối Ren XXL,1
1 ET0043 Đầm Xoè Trắng Cổ Lục Giác L,1
1 A7030 Áo Tay Dài HT Kẻ Ô XXL,1
1 EM7136 Đầm Maxi Cổ Bèo M,1
1 EM7251 Jum Quần Dài Phối Lụa Vân Pháp S,1
1 EM7290 Đầm Xoè Hoa Nhí L,1
1 EM7525 Đầm Xoè Hoa Nhí Tím S,1
1 Q2086 Quần Ống Đứng Chiết Ply XL,1
1 ET0044 Đầm Xoè A Cổ Cách Điệu S,1
1 EM7040 Đầm Xoè Cổ Cách Điệu XL,1
1 EM7110 Jum Quần Dài Xanh Cổ Xẻ V XXL,1
1 EM7491 Đầm Xoè Hoa Xanh Cổ Lá XL,1
1 AL1 Áo Lót Trắng S,1
1 V2049 Chân Váy Lụa Đỏ S,1
1 EM7649 Đầm Dạ Hội Kim Tuyến Gold L,1
1 EM2143 Đầm Xoè Hoa Hồng L,1
1 EM7071 Sét Áo Bi Chân Váy M,1
1 EM7036 Đầm Body 2 Dây Vai Choàng XXL,1
1 ET0021 Sét Áo Quần Hồng S,1
1 EM7055 Đầm A Đỏ Cổ V S,1
1 EM7502 Đầm Xoè Cổ V Nhún Ngực XXL,1
1 ET2008 Đầm Xoè Hồng Cổ Tròn Khoét V M,1
1 EM7181 Đầm Xoè Đỏ Cổ Lục Giác M,1
1 EM7227 Đầm Maxi Hoa 2 Dây S,1
1 EM7149 Đầm Xoè Phối Hoa Nhí L,1
1 EM7559 Đầm Body Tím Cổ Lục Giác M,1
1 EM7119 Đầm Xoè Đỏ Cổ Vuông L,1
1 EM7079 Đầm Xoè Đỏ Cổ V XXL,1
1 EM6958 Jum Ống Suông Be S L,1
1 EM7223 Sét Áo Chân Váy Trắng Dập Ply M,1
1 EM9294 Đầm Xoè Hoa Xanh Loang L,1
1 EM9390 Đầm SuôngTrắng Kem Thêu Hoa XL,1
1 EM7515 Đầm Xoè Vàng Nghệ Khoét Vai M,1
1 EM7132 Đầm Xoè Xanh Xêp PLy Eo M,1
1 Q7034 Quần Dài Đen Thun Ý XL,1
1 EM7256 Đầm Xoè Hoa Lụa Kaki M,1
1 EM7007 Đầm Body A Cổ Danton XL,1
1 EM9508 Đầm Xoè Hoa Tím Tay Lỡ L,1
1 EM7125 Sét Áo Chân Váy Đỏ L,1
1 EM7007 Đầm Body A Cổ Danton S,1
1 EM9291 Đầm Xoè Hoa Vàng M,1
1 EM9321 Đầm Xoè LVP Be L,1
1 EM6867 Áo Dài Tím Cổ Tròn S L,1
gọi lại vẫn knn,1
1 V2097 Váy Be Phối Organza Nhũ Gương XL,1
1 A2036 Áo Cổ Lá Sam Xanh XL,1
1 EM9613 Đầm Xoè Hoa Tím Cam XXL,1
1 EM9391 Đầm Xoè Trắng Hoa Vải M,1
1 EM9516 Đầm Phi Lụa Ht Xanh XL,1
